ne;tipo;Observação;A pagar; Cancelado; Inscritos; Pago
070023000012020NE000165;COMUNICACAO DE DADOS E REDES EM GERAL;PAGAMENTO DOS SERVICOS REFERENTES A FATURA 2003000001576 - PRESTACAO DE SERVICOS CONTINUOS DE TELECOMUNICACOES, PARA PROVER A COMUNICACAO ENTRE O TRE-GO,AS ZONAS ELEITORAIS E OS POSTOS DE ATENDIMENTO AO ELEITOR, ATRAVES DE LINKS DE ACESSO A INTERNET, NO PERIODO DE JANEIRO/2020 - CONTRATO TRE-GO 62/17. PAD 1517/2020.;NA;NA;NA;NA
070023000012020NE000165;COMUNICACAO DE DADOS E REDES EM GERAL;RETENCAO DE IMPOSTOS FEDERAIS, CONFORME IN 1234/2012, ALIQUOTA 9,45 POR CENTO, F. 200300001576, VALOR R$ 12.295,80, PAD. 1517/2020;NA;NA;NA;NA
070023000012020NE000165;COMUNICACAO DE DADOS E REDES EM GERAL;17CT0062 - LINKS DE DADOS COM VELOCIDADE A SEREM INSTALADOS NOS MUNICIPIOS DE MORRINHOS, CIDADE OCIDENTAL, RIO VERDE, TRINDADE, LUZIANIA E VALPARAISO.;NA;NA;NA;NA
070023000012020NE000167;COMUNICACAO DE DADOS E REDES EM GERAL;PAGAMENTO DA NOTA FISCAL N. 09017 , EMITIDA EM 07/02/2020. REFERENTE A PRESTACAO DE SERVICOS CONTINUOS DE TELECOMUNICACOES, PARA PROVER A COMUNICACAO DE DADOS ENTRE O TRE-GO, AS ZONAS ELEITORAIS DE GOIAS, E OS POSTOS DE ATENDIMENTO AO ELEITOR, ATRAVES DE LINK DE ACESSO A INTERNET, RELATIVO MES JANEIRO/2020, CONFORME PRECEITUA O CONTRATO TRE-GO N� 21/2018. PAD 1542/2020.;NA;NA;NA;NA
070023000012020NE000167;COMUNICACAO DE DADOS E REDES EM GERAL;RETENCAO DE IMPOSTOS FEDERAIS CONFORME IN 1234/2012, ALIQUOTA 9,45 POR CENTO, NF. 0901, VALOR R$ 31.340,11, PAD. 1542/2020;NA;NA;NA;NA
070023000012020NE000167;COMUNICACAO DE DADOS E REDES EM GERAL;18CT0021 - SERVICOS CONTINUOS DE TELECOMUNICACAO PARA PROVER A COMUNICACAO  DEDADOS ENTRE TRE-GO E AS ZONAS ELEITORAIS E OS POSTOS ATENDIMENTO AO ELEITOR - ARP NR. 13/2018.;NA;NA;NA;NA
070023000012020NE000249;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;APROPRIACAO DE SUPRIMENTO DE FUNDOS NA MODALIDADE CARTAO CORPORATIVO, CONCEDIDO AO SERVIDOR EMERSON SOUZA COUTO, PAD 111902019, NO VALOR DE 2.400,00 PARA ATENDER AQUISICAO DE MATERIAIS DE CONSUMO DE TIC.;NA;NA;NA;NA
070023000012020NE000249;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;2020NECT - CONCESSAO DE SUPRIMENTO DE FUNDOS AO SERVIDOR                      EMERSON SOUZA COUTO.;NA;NA;NA;NA
070023000012019NE000108;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;NAO SE APLICA;711,06;NA;711,06;NA
070023000012019NE000399;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;NAO SE APLICA;5125,24;NA;5125,24;NA
070023000012019NE000108;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;NAO SE APLICA;0;NA;0;NA
070023000012019NE000399;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;NAO SE APLICA;0;NA;0;NA
070023000012019NE000108;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;LIBERACAO DE VALOR RETIDO EM CONTA VINCULADA, REFERENTE A PRIMEIRA PARCELA DE DECIMO TERCEIRO SALARIO, PARA A EMPRESA PLUS SERVICE EIRELI, COM BASE DA PORTARIA PRES TRE-GO 70/2019, CONTRATO TRE/GO 85/2018 E PLANILHA DE ANALISE DA SECAO DE FISCALIZACAO ADMINISTRATIVA DE CONTRATOS DO TRE-GO.;-132,25;NA;NA;132,25
070023000012019NE000108;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;NAO SE APLICA;0;NA;0;NA
070023000012019NE000399;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;NAO SE APLICA;0;NA;0;NA
070023000012020NE000082;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0023 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE ARQUIVOLOGIA  (CBO 4151-05) VISANDO O TRATAMENTO DO ACERVO DO TRIBUNAL REGIONAL ELEITORAL   DE GOIAS. PREGAO ELETRONICO 4/2019.;NA;NA;NA;NA
070023000012020NE000082;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO.;NA;NA;NA;NA
070023000012020NE000087;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;16CT0019 - SERVICOS AUXILIARES OPERACIONAIS DE CENTRAL DE ATENDIMENTO AO      ELEITOR.;NA;NA;NA;NA
070023000012020NE000087;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000088;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;18CT0085 - CONTRATACAO DE EMPRESA PARA SEVICOS DE APOIO LOGISTICO NO AMBITO   DE TRE-GO PARA EXECUCAO DE ATIVIDADES DE EMBALAGEM, PREPARACAO E IDENTIFCACAO.;NA;NA;NA;NA
070023000012020NE000088;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000166;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0023 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE ARQUIVOLOGIA  (CBO 4151-05) VISANDO O TRATAMENTO DO ACERVO DO TRIBUNAL REGIONAL ELEITORAL   DE GOIAS. PREGAO ELETRONICO 4/2019.;NA;NA;NA;NA
070023000012020NE000168;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;16CT0019 - SERVICOS AUXILIARES OPERACIONAIS DE CENTRAL DE ATENDIMENTO AO      ELEITOR.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;18CT0085 - CONTRATACAO DE EMPRESA PARA SEVICOS DE APOIO LOGISTICO NO AMBITO   DE TRE-GO PARA EXECUCAO DE ATIVIDADES DE EMBALAGEM, PREPARACAO E IDENTIFCACAO.;NA;NA;NA;NA
070023000012020NE000082;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0023 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE ARQUIVOLOGIA  (CBO 4151-05) VISANDO O TRATAMENTO DO ACERVO DO TRIBUNAL REGIONAL ELEITORAL   DE GOIAS. PREGAO ELETRONICO 4/2019.;NA;NA;NA;NA
070023000012020NE000082;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO.;NA;NA;NA;NA
070023000012020NE000087;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;16CT0019 - SERVICOS AUXILIARES OPERACIONAIS DE CENTRAL DE ATENDIMENTO AO      ELEITOR.;NA;NA;NA;NA
070023000012020NE000087;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000088;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;18CT0085 - CONTRATACAO DE EMPRESA PARA SEVICOS DE APOIO LOGISTICO NO AMBITO   DE TRE-GO PARA EXECUCAO DE ATIVIDADES DE EMBALAGEM, PREPARACAO E IDENTIFCACAO.;NA;NA;NA;NA
070023000012020NE000088;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000166;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0023 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE ARQUIVOLOGIA  (CBO 4151-05) VISANDO O TRATAMENTO DO ACERVO DO TRIBUNAL REGIONAL ELEITORAL   DE GOIAS. PREGAO ELETRONICO 4/2019.;NA;NA;NA;NA
070023000012020NE000168;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;16CT0019 - SERVICOS AUXILIARES OPERACIONAIS DE CENTRAL DE ATENDIMENTO AO      ELEITOR.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;APROPRIACAO DA FATURA 1743, EMITIDA 05/02/2020. CONTRATO: TRE/GO N. 85/2018. SERVICO DE APOIO LOGISTICO PARA A EXECUCAO DE ATIVIDADES DE EMBALAGEM, PREPARACAO, IDENTIFICACAO E MARCACAO DE DOCUMENTOS. VALOR BRUTO R$ 2.461,64, APLICADA GLOSA DE R$ 355,53 REF. RECOLHIMENTO EM CONTA VINCULADA NOS TERMOS DA RESOLUCAO N 169/2013 DO CNJ. JANEIRO/2019. PAD 1444/2019.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;APROPRIACAO DA FATURA 1743, EMITIDA 05/02/2020. CONTRATO: TRE/GO N. 85/2018. SERVICO DE APOIO LOGISTICO PARA A EXECUCAO DE ATIVIDADES DE EMBALAGEM, PREPARACAO, IDENTIFICACAO E MARCACAO DE DOCUMENTOS. VALOR BRUTO R$ 2.965,83, APLICADA GLOSA DE R$ 355,53 REF. RECOLHIMENTO EM CONTA VINCULADA NOS TERMOS DA RESOLUCAO N 169/2013 DO CNJ. JANEIRO/2019. PAD 1444/2020.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;APROPRIACAO DE GLOSA DE R$ 355,53, RETIDA REFERENTE A PREVISAO DA RESOLUCAO 169/2013-CNJ, RELATIVA AO PAGAMENTO DA NF 1743, RELATIVA AO SERVICO DE APOIO LOGISTICO PARA A EXECUCAO DE ATIVIDADES DE EMBALAGEM, PREPARACAO, IDENTIFICACAO E MARCACAO DE DOCUMENTOS. CONTRATO 85/2018. JANEIRO/2019. VALOR BRUTO R$ 2.965,83.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;APROPRIACAO DE GLOSA DE R$ 355,53, RETIDA REFERENTE A PREVISAO DA RESOLUCAO 169/2013-CNJ, RELATIVA AO PAGAMENTO DA NF 1743, RELATIVA AO SERVICO DE APOIO LOGISTICO PARA A EXECUCAO DE ATIVIDADES DE EMBALAGEM, PREPARACAO, IDENTIFICACAO E MARCACAO DE DOCUMENTOS. CONTRATO 85/2018. JANEIRO/2020. VALOR BRUTO R$ 2.461,64.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;PAGAMENTO DA FATURA 1743, EMITIDA 05/02/2020. CONTRATO: TRE/GO N. 85/2018. SERVICO DE APOIO LOGISTICO PARA A EXECUCAO DE ATIVIDADES DE EMBALAGEM, PREPARACAO, IDENTIFICACAO E MARCACAO DE DOCUMENTOS. VALOR BRUTO R$ 2.965,83, APLICADA GLOSA DE R$ 355,53 REF. RECOLHIMENTO EM CONTA VINCULADA NOS TERMOS DA RESOLUCAO N 169/2013 DO CNJ. JANEIRO/2019. PAD 1444/2020.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;PARA RETIFICACAO DE VALORES.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE INSS REF. NOTA FISCAL N.1743, EMITIDA EM 05/02/2020, REFERENTE A JANEIRO/2019, CONTRATO 85/2018,  VALOR BASE R$ 2.461,64. ALIQUOTA 11,00 PP.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE INSS REF. NOTA FISCAL N.1743, EMITIDA EM 05/02/2020, REFERENTE A JANEIRO/2019, CONTRATO 85/2018,  VALOR BASE R$ 2.965,83. ALIQUOTA 11,00 PP.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE ISS REF. NOTA FISCAL N.1743, EMITIDA EM 05/02/2020, REFERENTE A JANEIRO/2019, CONTRATO 85/2018, VALOR BASE R$ 2.965,83. ALIQUOTA 5,00 PP.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE ISS REF. NOTA FISCAL N.1743, EMITIDA EM 05/02/2020, REFERENTE A JANEIRO/2020, CONTRATO 85/2018, VALOR BASE R$ 2.461,64 ALIQUOTA 5,00 PP.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE TRIBUTOS FEDERAIS REF. NOTA FISCAL N.1743, EMITIDA EM 02/12/2019, REFERENTE A JANEIRO/2019, CONTRATO 85/2018, CONFORME IN 1234/2012 DA RFB, VALOR BASE R$ 2.965,83, ALIQUOTA 9,45 PP.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE TRIBUTOS FEDERAIS REF. NOTA FISCAL N.1743, EMITIDA EM 05/02/2020 REFERENTE A JANEIRO/2020, CONTRATO 85/2018, CONFORME IN 1234/2012 DA RFB, VALOR BASE R$ 2.461,64, ALIQUOTA 9,45 PP.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RETIFICACAO DE VALORES.;NA;NA;NA;NA
070023000012020NE000169;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;18CT0085 - CONTRATACAO DE EMPRESA PARA SEVICOS DE APOIO LOGISTICO NO AMBITO   DE TRE-GO PARA EXECUCAO DE ATIVIDADES DE EMBALAGEM, PREPARACAO E IDENTIFCACAO.;NA;NA;NA;NA
070023000012020NE000212;OUTROS SERVICOS DE TERCEIROS - PJ;APROPRIACAO DA FATURA 1668, EMITIDA 19/12/2019. CONTRATO: TRE/GO N. 85/2018. SERVICO DE APOIO LOGISTICO PARA A EXECUCAO DE ATIVIDADES DE EMBALAGEM, PREPARACAO, IDENTIFICACAO E MARCACAO DE DOCUMENTOS. DIFERENCA DECORRENTE DE REPACTUACAO, A PARTIR DE 03/06/2019. 1� TERMO DE APOSTILAMENTO.  PAD 3300/2019.;NA;NA;NA;NA
070023000012020NE000212;OUTROS SERVICOS DE TERCEIROS - PJ;PAGAMENTO DA FATURA 1668, EMITIDA 19/12/2019. CONTRATO: TRE/GO N. 85/2018. SERVICO DE APOIO LOGISTICO PARA A EXECUCAO DE ATIVIDADES DE EMBALAGEM, PREPARACAO, IDENTIFICACAO E MARCACAO DE DOCUMENTOS. DIFERENCA DECORRENTE DE REPACTUACAO, A PARTIR DE 03/06/2019. 1� TERMO DE APOSTILAMENTO.  PAD 3300/2019.;NA;NA;NA;NA
070023000012020NE000212;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE INSS REF. NOTA FISCAL N.1668, EMITIDA EM 19/12/2019, REFERENTE A REPACTUACAO NO CONTRATO 85/2018.  VALOR DA NF R$ 793,37. ALIQUOTA 11,00 PP.;NA;NA;NA;NA
070023000012020NE000212;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE ISS DEVIDO A GOIANIA. NF N.1668, EMITIDA EM 19/12/2019, REFERENTE A REPACTUACAO NO CONTRATO 85/2018. VALOR DA NF R$ 793,37. ALIQUOTA 5,00 PP.;NA;NA;NA;NA
070023000012020NE000212;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE TRIBUTOS FEDERAIS REF. NOTA FISCAL N. 1668, EMITIDA EM 19/12/2019, REFERENTE A REPACTUACAO NO CONTRATO 85/2018, PELO PERIODO DE 03/06/2019 A 31/12/19. VALOR DA NF R$ 793,37, AL. 9,45 PP;NA;NA;NA;NA
070023000012020NE000212;OUTROS SERVICOS DE TERCEIROS - PJ;18CT0085 DESPESA DE EXERCICIO ANTERIOR. DIFERENCA DECORRENTE DE REPACTUACAO NOCT 85/2018, RELATIVA AO PERIODO A PARTIR DE 03/06/2019. SERVICO DE APOIO LOGISTICO. VARIACAO SALARIAL DA CATEGORIA (DATA-BASE).;NA;NA;NA;NA
070023000012020NE000103;SERVICOS DE COMUNICACAO EM GERAL;15CT0011 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS POSTAIS E        TELEMATICOS.;NA;NA;NA;NA
070023000012020NE000103;SERVICOS DE COMUNICACAO EM GERAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000170;SERVICOS DE COMUNICACAO EM GERAL;15CT0011 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS POSTAIS E        TELEMATICOS.;NA;NA;NA;NA
070023000012020NE000170;SERVICOS DE COMUNICACAO EM GERAL;CANCELAMENTO PARCIAL NE170;NA;NA;NA;NA
070023000012020NE000103;SERVICOS DE COMUNICACAO EM GERAL;15CT0011 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS POSTAIS E        TELEMATICOS.;NA;NA;NA;NA
070023000012020NE000103;SERVICOS DE COMUNICACAO EM GERAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000170;SERVICOS DE COMUNICACAO EM GERAL;APROPRIACAO DA FATURA 218278 REFERENTE AO PAGAMENTO DE CORREIOS E TELEGRAFOS NO VALOR BRUTO DE R$ 733,75, PAD 1673/2020;NA;NA;NA;NA
070023000012020NE000170;SERVICOS DE COMUNICACAO EM GERAL;APROPRIACAO DA FATURA 218278 REFERENTE AO PAGAMENTO DE CORREIOS E TELEGRAFOS NO VALOR BRUTO DE R$ 733,75, PAD 1673/2020, REFERENTE AO MES DE JANEIRO/2020;NA;NA;NA;NA
070023000012020NE000170;SERVICOS DE COMUNICACAO EM GERAL;RETENCAO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB VALOR DA FATURA R$ 733,75 N 218278 ALIQUOTA 9,45 (PAD 1673/2020);NA;NA;NA;NA
070023000012020NE000170;SERVICOS DE COMUNICACAO EM GERAL;CANCELAMENTO PARCIAL DA 2020NE000170 PARA ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000170;SERVICOS DE COMUNICACAO EM GERAL;15CT0011 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS POSTAIS E        TELEMATICOS.;NA;NA;NA;NA
070023000012020NE000170;SERVICOS DE COMUNICACAO EM GERAL;CANCELAMENTO PARCIAL NE170;NA;NA;NA;NA
070023000012020NE000105;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;15CT0041 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MANUTENCAO    DO SOFTWARE ALEPH 500.;NA;NA;NA;NA
070023000012020NE000105;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000172;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;15CT0041 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MANUTENCAO    DO SOFTWARE ALEPH 500.;NA;NA;NA;NA
070023000012020NE000105;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;15CT0041 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MANUTENCAO    DO SOFTWARE ALEPH 500.;NA;NA;NA;NA
070023000012020NE000105;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000172;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;APROPRIACAO PARA PAGAMENTO DA NOTA FISCAL N. 5084 DE 06/02/2020, REFERENTE A MANUTENCAO DO SOFTWARE ALEPH 500, QUE POSSIBILITA A INTEGRACAO DA REJE - REDE DE BIBLIOTECAS DA JUSTICA ELEITORAL, RELATIVA AO MES DE JANEIRO/2020, NOS TERMOS DO CONTRATO TRE-GO N. 41/2015. PAD 1410/2020.;NA;NA;NA;NA
070023000012020NE000172;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;PAGAMENTO DA NOTA FISCAL N. 5084 DE 06/02/2020, REFERENTE A MANUTENCAO DO SOFTWARE ALEPH 500, QUE POSSIBILITA A INTEGRACAO DA REJE - REDE DE BIBLIOTECAS DA JUSTICA ELEITORAL, RELATIVA AO MES DE JANEIRO/2020, NOS TERMOS DO CONTRATO TRE-GO N. 41/2015. PAD 1410/2020.;NA;NA;NA;NA
070023000012020NE000172;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;RETENCAO DE IMPOSTOS SOBRE CONTRIBUICOES DIVERSAS. INSTRUCAO NORMATIVA RFB 1234/2012 - NFE. 5084 - ALIQUOTA: 9,45PP.;NA;NA;NA;NA
070023000012020NE000172;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;15CT0041 - CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MANUTENCAO    DO SOFTWARE ALEPH 500.;NA;NA;NA;NA
070023000012020NE000197;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;PAGAMENTO DA NOTA FISCAL NR. 5059 DE 18/12/2019 REFERENTES A MANUTENCAO DO SOFTWARE ALEPH 500, QUE POSSIBILITA A INTEGRACAO DA REJE - REDE DE BIBLIOTECAS DA JUSTICA ELEITORAL, RELATIVA A DIFERENCA DO PERIODO DE 09/09/2019 A 31/12/2019, DECORRENTE DO REAJUSTE DO CONTRATO TRE-GO N. 41/2015.;NA;NA;NA;NA
070023000012020NE000197;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;PAGAMENTO DA NOTA FISCAL NR. 5059 DE 18/12/2019 REFERENTES A MANUTENCAO DO SOFTWARE ALEPH 500, QUE POSSIBILITA A INTEGRACAO DA REJE - REDE DE BIBLIOTECAS DA JUSTICA ELEITORAL, RELATIVA A DIFERENCA DO PERIODO DE 09/09/2019 A 31/12/2019, DECORRENTE DO REAJUSTE DO CONTRATO TRE-GO N. 41/2015..;NA;NA;NA;NA
070023000012020NE000197;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;RETENCAO DE IMPOSTOS SOBRE CONTRIBUICOES DIVERSAS, IN RFB 1234/2012, NF 5059, ALIQ 9,45 PP.;NA;NA;NA;NA
070023000012020NE000197;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;REFORCO AO 2020NE000197;NA;NA;NA;NA
070023000012020NE000197;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;SERVICO DE MANUTENCAO DO SOFTWARE ALEPH 500, REFERENTE A DIFERENCA DE  VALORESVERIFICADA NO PERIODO DE 09/09/2019 A 31/12/2019, EM ATENCAO AO QUE FORA CELEBRADO NO 2� TERMO DE APOSTILAMENTO AO CONTRATO TRE-GO N� 41/2015.;NA;NA;NA;NA
070023000012020NE000197;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;PAGAMENTO DA NOTA FISCAL NR. 5059 DE 18/12/2019 REFERENTES A MANUTENCAO DO SOFTWARE ALEPH 500, QUE POSSIBILITA A INTEGRACAO DA REJE - REDE DE BIBLIOTECAS DA JUSTICA ELEITORAL, RELATIVA A DIFERENCA DO PERIODO DE 09/09/2019 A 31/12/2019, DECORRENTE DO REAJUSTE DO CONTRATO TRE-GO N. 41/2015.;NA;NA;NA;NA
070023000012020NE000197;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;PAGAMENTO DA NOTA FISCAL NR. 5059 DE 18/12/2019 REFERENTES A MANUTENCAO DO SOFTWARE ALEPH 500, QUE POSSIBILITA A INTEGRACAO DA REJE - REDE DE BIBLIOTECAS DA JUSTICA ELEITORAL, RELATIVA A DIFERENCA DO PERIODO DE 09/09/2019 A 31/12/2019, DECORRENTE DO REAJUSTE DO CONTRATO TRE-GO N. 41/2015..;NA;NA;NA;NA
070023000012020NE000197;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;RETENCAO DE IMPOSTOS SOBRE CONTRIBUICOES DIVERSAS, IN RFB 1234/2012, NF 5059, ALIQ 9,45 PP.;NA;NA;NA;NA
070023000012020NE000197;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;REFORCO AO 2020NE000197;NA;NA;NA;NA
070023000012020NE000197;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;SERVICO DE MANUTENCAO DO SOFTWARE ALEPH 500, REFERENTE A DIFERENCA DE  VALORESVERIFICADA NO PERIODO DE 09/09/2019 A 31/12/2019, EM ATENCAO AO QUE FORA CELEBRADO NO 2� TERMO DE APOSTILAMENTO AO CONTRATO TRE-GO N� 41/2015.;NA;NA;NA;NA
070023000012019NE001044;APARELHOS E UTENSILIOS DOMESTICOS;NAO SE APLICA;7353,75;NA;7353,75;NA
070023000012019NE001147;APARELHOS E UTENSILIOS DOMESTICOS;NAO SE APLICA;1820,75;NA;1820,75;NA
070023000012019NE001044;APARELHOS E UTENSILIOS DOMESTICOS;APROPRIACAO DE 15 (QUINZE) APARELHOS DE MICRO-ONDAS, ADQUIRIDOS PELO TRIBUNAL, NF N.649, PAD N. 104632019.;0;NA;NA;NA
070023000012019NE001044;APARELHOS E UTENSILIOS DOMESTICOS;NAO SE APLICA;0;NA;0;NA
070023000012019NE001147;APARELHOS E UTENSILIOS DOMESTICOS;APROPRIACAO DE 01 GELADEIRA, ADQUIRIDA PELA TRIBUNAL, NF N. 672, PAD. N. 120482019.;0;NA;NA;NA
070023000012019NE001147;APARELHOS E UTENSILIOS DOMESTICOS;NAO SE APLICA;0;NA;0;NA
070023000012019NE001044;APARELHOS E UTENSILIOS DOMESTICOS;APROPRIACAO DE 15 (QUINZE) APARELHOS DE MICRO-ONDAS, ADQUIRIDOS PELO TRIBUNAL, NF N.649, PAD N. 104632019.;-7353,75;NA;NA;7353,75
070023000012019NE001044;APARELHOS E UTENSILIOS DOMESTICOS;NAO SE APLICA;0;NA;0;NA
070023000012019NE001147;APARELHOS E UTENSILIOS DOMESTICOS;APROPRIACAO DE 01 GELADEIRA, ADQUIRIDA PELA TRIBUNAL, NF N. 672, PAD. N. 120482019.;0;NA;NA;NA
070023000012019NE001147;APARELHOS E UTENSILIOS DOMESTICOS;NAO SE APLICA;0;NA;0;NA
070023000012019NE001147;APARELHOS E UTENSILIOS DOMESTICOS;PAGAMENTO DE 01 REFRIGERADOR DOMESTICO 2 PORTAS, CONSUL 340L, NF N. 672, R$ 1.820,75, PAD. N. 120482019.;-1714,24;NA;NA;1714,24
070023000012019NE001147;APARELHOS E UTENSILIOS DOMESTICOS;RETENCAO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. AL. 5,85 PP. BASE VALOR DA NF 672 (R$ 1.820,75). PAD 120482019.;-106,51;NA;NA;106,51
